,created_at,PM1.0_ATM_ug/m3,PM2.5_ATM_ug/m3,PM10.0_ATM_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,>=0.3um/dl,>=0.5um/dl,>=1.0um/dl,>=2.5um/dl,>=5.0um/dl,>=10.0um/dl,PM1.0_ATM_B_ug/m3,PM2.5_ATM_B_ug/m3,PM10.0_ATM_B_ug/m3,UptimeMinutes_B,ADC,Pressure_hpa,PM1.0_CF1_B_ug/m3,PM2.5_CF1_B_ug/m3,PM10.0_CF1_B_ug/m3,>=0.3_B_um/dl,>=0.5_B_um/dl,>=1.0_B_um/dl,>=2.5_B_um/dl,>=5.0_B_um/dl,>=10.0_B_um/dl
471,2022-04-07 15:43:00+00:00,0.64,1.6,2.15,716,0,74,18,0.64,1.6,2.15,315.6,89.8,17.95,2.69,0.33,0.0,1.03,2.58,3.36,36232,0.03,962.94,1.03,2.58,3.36,428.85,117.29,23.15,4.31,0.78,0.37
472,2022-04-07 15:45:00+00:00,1.67,2.72,5.14,836,0,73,17,1.67,2.72,5.14,451.76,127.74,27.52,3.79,3.1,2.66,1.14,2.77,4.48,36232,0.03,962.85,1.14,2.77,4.48,425.57,115.89,20.57,6.86,1.57,1.57
473,2022-04-07 15:47:00+00:00,0.76,1.76,3.42,956,0,74,17,0.76,1.76,3.42,329.62,92.75,20.33,3.71,1.85,1.85,1.02,2.41,3.66,36208,0.03,962.7,1.02,2.41,3.66,410.14,111.97,21.39,4.44,1.32,1.32
474,2022-04-07 15:49:00+00:00,0.97,2.38,3.07,1076,0,73,17,0.97,2.38,3.07,377.53,111.41,20.55,2.97,0.86,0.34,1.11,2.65,3.12,34496,0.03,962.76,1.11,2.65,3.12,452.63,118.6,22.25,3.02,0.56,0.49
475,2022-04-07 15:51:00+00:00,1.08,2.29,3.2,1196,0,74,17,1.08,2.29,3.2,385.12,112.56,17.83,4.47,1.22,0.85,1.11,2.3,3.53,34976,0.03,962.64,1.11,2.3,3.53,460.53,122.32,19.16,4.42,1.54,1.16
476,2022-04-07 15:53:00+00:00,0.55,1.13,2.25,1316,0,73,17,0.55,1.13,2.25,298.58,85.67,17.67,1.56,1.2,1.2,0.95,1.77,2.72,35624,0.03,962.67,0.95,1.77,2.72,373.8,97.33,17.63,2.33,1.03,1.03
477,2022-04-07 15:55:00+00:00,0.72,1.56,2.23,116,0,74,17,0.72,1.56,2.23,340.19,98.44,18.09,2.47,0.65,0.65,0.65,1.38,2.15,36656,,962.66,0.65,1.38,2.15,396.75,99.0,15.2,2.85,0.9,0.90
478,2022-04-07 15:57:00+00:00,1.05,1.93,4.05,236,0,73,17,1.05,1.93,4.05,398.4,114.31,23.53,4.65,1.71,1.71,1.51,2.9,5.08,35880,0.03,962.74,1.51,2.9,5.08,525.97,126.85,29.63,4.64,2.81,2.34
479,2022-04-07 15:59:00+00:00,0.63,1.39,2.92,356,0,74,17,0.63,1.39,2.92,390.41,100.14,17.47,2.34,1.76,1.76,1.56,2.4,2.95,36504,0.03,962.66,1.56,2.4,2.95,588.98,138.0,18.58,1.67,0.98,0.00
480,2022-04-07 16:01:00+00:00,1.1,2.14,3.48,476,0,74,16,1.1,2.14,3.48,388.5,110.95,18.88,4.24,1.41,1.41,0.61,2.02,2.86,36504,0.03,962.66,0.61,2.02,2.86,470.04,113.46,23.07,3.21,1.43,0.50
481,2022-04-07 16:03:00+00:00,0.86,1.89,3.89,596,0,75,17,0.86,1.89,3.89,372.05,103.51,20.14,3.86,2.0,2.0,0.76,1.55,2.53,36504,0.03,962.69,0.76,1.55,2.53,358.24,89.28,18.07,3.66,0.83,0.83
482,2022-04-07 16:05:00+00:00,0.61,1.88,3.02,716,0,74,16,0.61,1.88,3.02,333.11,94.3,19.37,3.93,1.37,1.37,1.07,2.02,3.44,36504,0.03,962.54,1.07,2.02,3.44,428.42,118.25,18.63,2.81,1.65,1.16
483,2022-04-07 16:07:00+00:00,0.5,1.59,2.91,836,0,74,17,0.5,1.59,2.91,285.52,75.72,14.48,4.66,1.31,1.31,0.51,1.46,2.0,36504,0.03,962.53,0.51,1.46,2.0,353.68,78.18,15.65,2.21,0.49,0.35
484,2022-04-07 16:09:00+00:00,0.34,0.92,1.32,956,0,75,17,0.34,0.92,1.32,244.22,66.75,15.19,1.63,0.41,0.41,0.12,0.68,1.64,36504,0.03,962.59,0.12,0.68,1.64,248.46,62.54,13.75,1.75,1.21,0.93
485,2022-04-07 16:11:00+00:00,0.07,0.86,1.55,1076,0,74,16,0.07,0.86,1.55,213.67,61.88,13.21,2.24,0.86,0.86,0.44,1.53,2.75,36504,0.03,962.58,0.44,1.53,2.75,340.32,80.95,17.33,3.09,1.47,1.47
486,2022-04-07 16:13:00+00:00,0.22,0.56,2.44,1196,0,74,16,0.22,0.56,2.44,237.33,66.93,14.98,3.93,2.15,2.15,0.45,1.07,1.93,36504,0.03,962.52,0.45,1.07,1.93,361.24,78.86,12.41,1.83,1.03,1.03
487,2022-04-07 16:15:00+00:00,0.67,1.62,3.02,115,0,75,16,0.67,1.62,3.02,309.36,89.38,21.26,3.14,1.71,1.71,0.59,1.76,2.32,36656,,962.54,0.59,1.76,2.32,479.56,89.66,16.39,3.46,0.73,0.00
488,2022-04-07 16:17:00+00:00,0.84,2.02,3.11,235,0,74,16,0.84,2.02,3.11,346.5,97.5,20.82,3.86,1.75,0.79,0.44,1.58,2.16,36568,0.03,962.54,0.44,1.58,2.16,362.63,88.07,19.26,3.3,0.88,0.46
489,2022-04-07 16:19:00+00:00,0.59,1.12,2.64,355,0,74,16,0.59,1.12,2.64,295.55,82.21,12.62,2.52,2.07,1.86,1.07,1.87,2.24,36568,0.03,962.55,1.07,1.87,2.24,415.75,102.33,17.42,1.49,0.55,0.55
490,2022-04-07 16:21:00+00:00,0.69,1.15,2.31,475,0,75,16,0.69,1.15,2.31,295.88,78.66,13.56,3.25,1.39,0.85,0.62,1.91,3.58,36568,0.03,962.6,0.62,1.91,3.58,426.98,101.96,23.09,2.76,2.33,1.82
491,2022-04-07 16:23:00+00:00,0.61,2.33,4.16,595,0,76,16,0.61,2.33,4.16,348.37,97.75,22.32,7.19,2.39,1.75,0.84,1.29,1.29,36568,0.03,962.54,0.84,1.29,1.29,393.41,87.45,12.21,0.38,0.0,0.00
492,2022-04-07 16:25:00+00:00,1.57,2.54,2.93,715,0,74,16,1.57,2.54,2.93,442.39,119.28,20.93,2.52,0.26,0.04,0.95,2.07,3.85,36568,0.03,962.6,0.97,2.08,3.9,438.6,101.2,18.27,3.87,2.13,2.13
493,2022-04-07 16:27:00+00:00,0.65,1.61,3.67,835,0,75,16,0.65,1.61,3.67,308.32,82.25,14.46,4.98,2.77,2.77,0.73,2.3,2.93,36568,0.03,962.7,0.73,2.3,2.93,329.68,88.71,19.25,5.5,0.82,0.36
494,2022-04-07 16:29:00+00:00,0.42,0.91,1.86,955,0,76,15,0.42,0.91,1.86,238.37,68.84,12.98,2.77,1.54,1.16,0.33,1.07,1.07,36568,0.03,962.67,0.33,1.07,1.07,273.82,67.64,11.71,1.09,0.0,0.00
495,2022-04-07 16:31:00+00:00,0.55,1.95,3.43,1075,0,76,16,0.55,1.95,3.43,315.27,86.18,19.32,4.79,1.75,1.75,0.79,1.57,2.09,36568,0.03,962.63,0.79,1.57,2.09,347.38,82.52,14.31,1.38,0.72,0.72
496,2022-04-07 16:33:00+00:00,0.46,1.71,3.54,1195,0,76,16,0.46,1.71,3.54,276.8,75.54,18.93,5.29,2.18,2.18,0.9,2.0,2.42,36568,0.03,962.54,0.9,2.0,2.42,346.07,93.32,17.36,2.51,0.51,0.51
497,2022-04-07 16:35:00+00:00,0.88,1.9,2.71,116,0,76,15,0.88,1.9,2.71,282.29,78.79,15.67,4.33,0.95,0.95,0.77,2.28,2.53,36656,,962.53,0.77,2.28,2.53,394.65,98.85,16.55,3.7,0.25,0.25
498,2022-04-07 16:37:00+00:00,1.02,1.78,2.33,236,0,76,15,1.02,1.78,2.33,342.83,96.83,17.56,2.0,0.37,0.37,1.07,2.48,3.74,35944,0.03,962.52,1.07,2.48,3.74,429.31,108.97,22.62,5.48,1.9,0.83
499,2022-04-07 16:39:00+00:00,0.84,1.72,2.64,356,0,77,15,0.84,1.72,2.64,357.1,99.36,15.55,3.45,0.72,0.34,0.56,1.81,2.3,36520,0.03,962.41,0.56,1.81,2.3,367.58,99.89,18.95,3.02,0.53,0.53
500,2022-04-07 16:41:00+00:00,0.8,1.47,3.0,476,0,77,15,0.8,1.47,3.0,301.9,87.68,18.03,2.67,1.8,1.8,1.14,1.79,2.36,36520,0.03,962.47,1.14,1.79,2.36,375.64,96.57,13.71,1.61,0.68,0.68
501,2022-04-07 16:43:00+00:00,0.96,1.65,3.04,596,0,75,15,0.96,1.65,3.04,324.47,84.09,18.28,4.35,1.3,0.84,0.72,1.67,2.79,36520,0.03,962.49,0.72,1.67,2.79,312.95,83.09,17.02,3.47,2.07,0.53
502,2022-04-07 16:45:00+00:00,0.5,1.41,1.86,716,0,72,15,0.5,1.41,1.86,325.61,92.98,17.54,2.32,0.61,0.07,1.14,2.27,2.75,36520,0.03,959.79,1.14,2.27,2.75,423.36,113.46,19.05,3.46,0.68,0.00
503,2022-04-07 16:47:00+00:00,1.05,2.08,2.8,836,0,77,15,1.05,2.08,2.8,390.05,108.66,16.71,1.8,0.85,0.47,0.67,1.45,2.16,36520,0.03,962.45,0.67,1.45,2.16,358.36,93.27,14.22,1.82,1.2,0.80
504,2022-04-07 16:49:00+00:00,0.76,2.1,3.32,956,0,77,15,0.76,2.1,3.32,382.17,101.51,20.98,4.34,1.73,0.92,1.43,2.23,3.25,36520,0.03,962.09,1.43,2.23,3.25,441.86,122.86,18.25,2.18,1.29,1.29
