,created_at,PM1.0_ATM_ug/m3,PM2.5_ATM_ug/m3,PM10.0_ATM_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_CF1_ug/m3,>=0.3um/dl,>=0.5um/dl,>=1.0um/dl,>=2.5um/dl,>=5.0um/dl,>=10.0um/dl,PM1.0_CF1_ug/m3,PM10.0_CF1_ug/m3,PM1.0_ATM_B_ug/m3,PM2.5_ATM_B_ug/m3,PM10.0_ATM_B_ug/m3,UptimeMinutes_B,ADC,Pressure_hpa,PM2.5_CF1_B_ug/m3,>=0.3_B_um/dl,>=0.5_B_um/dl,>=1.0_B_um/dl,>=2.5_B_um/dl,>=5.0_B_um/dl,>=10.0_B_um/dl,PM1.0_CF1_B_ug/m3,PM10.0_CF1_B_ug/m3
112,2022-04-07 15:45:14+00:00,1.82,3.00,3.52,1350,-74,71,18,3.00,503.41,130.77,20.25,3.09,0.57,0.52,1.82,3.52,1.64,3.34,3.88,18512,0.05,963.10,3.34,516.81,133.27,25.14,3.76,0.92,0.47,1.64,3.88
113,2022-04-07 15:47:15+00:00,1.25,2.20,2.29,1352,-72,73,18,2.20,430.53,107.87,12.82,1.45,0.13,0.00,1.25,2.29,1.24,2.17,2.52,18680,0.05,963.02,2.17,428.64,111.43,18.17,2.07,0.48,0.48,1.24,2.52
114,2022-04-07 15:49:14+00:00,1.88,3.53,4.07,1354,-74,72,18,3.53,520.29,133.67,28.19,4.97,0.67,0.47,1.88,4.07,1.60,2.58,3.12,18512,0.05,963.00,2.58,503.26,133.32,24.14,2.00,0.74,0.74,1.60,3.12
115,2022-04-07 15:51:14+00:00,1.48,2.81,2.97,1356,-72,73,18,2.81,472.24,118.26,19.48,1.86,0.16,0.16,1.48,2.97,1.20,2.24,2.62,18512,0.05,963.05,2.24,447.93,119.82,20.93,2.40,0.69,0.69,1.20,2.62
116,2022-04-07 15:53:14+00:00,0.97,1.90,2.50,1358,-74,72,18,1.90,405.36,94.12,15.81,2.14,0.62,0.62,0.97,2.50,1.53,3.22,4.78,18512,0.05,962.94,3.22,464.53,123.19,25.34,6.59,2.17,2.17,1.53,4.78
117,2022-04-07 15:55:14+00:00,1.30,2.00,2.34,1360,-74,73,18,2.00,443.14,114.95,10.46,1.04,0.52,0.52,1.30,2.34,1.00,2.31,3.22,18512,0.05,962.78,2.31,366.62,97.47,20.93,3.31,1.10,1.10,1.00,3.22
118,2022-04-07 15:57:14+00:00,1.73,3.47,4.15,1362,-72,72,17,3.47,508.47,136.56,23.33,4.04,0.93,0.51,1.73,4.15,1.44,3.46,4.96,18512,0.05,962.88,3.46,469.32,127.63,25.25,7.93,1.96,1.96,1.44,4.96
119,2022-04-07 15:59:14+00:00,1.53,2.47,3.03,1364,-72,73,17,2.47,497.69,120.32,16.66,1.58,0.66,0.66,1.53,3.03,1.45,3.09,4.30,18512,0.05,962.83,3.09,485.79,127.18,23.89,3.71,1.64,1.29,1.45,4.30
120,2022-04-07 16:01:14+00:00,1.04,2.02,2.02,1366,-72,72,17,2.02,414.26,101.72,14.60,1.60,0.00,0.00,1.04,2.02,0.79,2.28,3.32,18512,0.05,962.87,2.28,441.00,121.07,23.23,3.33,1.44,0.46,0.79,3.32
121,2022-04-07 16:03:14+00:00,0.89,2.09,2.38,1368,-72,74,17,2.09,369.76,95.31,19.64,1.96,0.69,0.24,0.89,2.38,0.66,1.93,5.12,18512,0.05,962.83,1.93,410.59,108.88,25.07,6.21,4.21,3.52,0.66,5.12
122,2022-04-07 16:05:14+00:00,0.95,1.55,1.93,1370,-70,73,17,1.55,349.02,92.88,15.27,1.00,0.29,0.00,0.95,1.93,0.72,1.21,1.54,18512,0.05,962.86,1.21,314.68,83.37,14.07,1.33,0.56,0.21,0.72,1.54
123,2022-04-07 16:07:14+00:00,1.00,1.74,2.17,1372,-73,71,17,1.74,331.55,88.12,17.16,1.81,0.52,0.09,1.00,2.17,0.78,2.22,2.70,18512,0.05,962.91,2.22,374.72,95.52,20.30,4.67,0.70,0.70,0.78,2.70
124,2022-04-07 16:09:14+00:00,0.49,1.51,1.95,1374,-73,73,17,1.51,280.63,69.14,13.14,3.32,0.77,0.60,0.49,1.95,0.61,1.18,1.61,18680,0.05,962.85,1.18,252.00,71.39,15.82,1.75,0.49,0.49,0.61,1.61
125,2022-04-07 16:11:14+00:00,0.45,1.20,1.47,1376,-75,73,17,1.20,279.22,64.35,11.58,1.07,0.31,0.31,0.45,1.47,0.40,1.22,2.24,18680,0.05,962.71,1.22,240.05,65.22,11.60,4.03,1.41,1.41,0.40,2.24
126,2022-04-07 16:13:15+00:00,0.74,1.40,1.61,1378,-72,72,17,1.40,330.84,77.89,9.56,1.77,0.33,0.16,0.74,1.61,0.59,2.14,3.19,18512,0.05,962.93,2.14,323.85,88.63,18.03,7.22,1.08,1.08,0.59,3.19
127,2022-04-07 16:15:15+00:00,0.91,1.60,2.19,1380,-75,73,17,1.60,345.26,83.74,14.30,1.84,0.79,0.60,0.91,2.19,0.86,1.32,2.14,18512,0.05,962.82,1.32,316.88,87.46,12.25,2.86,1.21,0.82,0.86,2.14
128,2022-04-07 16:17:14+00:00,1.25,2.18,2.23,1382,-72,73,17,2.18,411.84,109.35,13.95,1.25,0.18,0.00,1.25,2.23,0.78,2.26,2.26,18512,0.05,962.89,2.26,347.61,92.37,17.37,3.59,0.00,0.00,0.78,2.26
129,2022-04-07 16:19:14+00:00,0.91,1.89,2.09,1384,-72,73,17,1.89,393.59,93.18,15.62,1.95,0.25,0.25,0.91,2.09,1.00,1.53,2.12,18512,0.05,962.95,1.53,338.38,94.47,11.62,1.07,0.69,0.69,1.00,2.12
130,2022-04-07 16:21:14+00:00,0.84,1.42,2.27,1386,-71,74,17,1.42,338.02,84.13,11.24,2.29,0.80,0.80,0.84,2.27,0.79,1.81,2.10,18512,0.05,962.78,1.81,344.28,91.36,14.38,2.97,0.48,0.48,0.78,2.10
131,2022-04-07 16:23:14+00:00,1.00,2.38,3.13,1388,-73,74,17,2.38,366.65,93.49,18.96,3.25,1.24,0.44,1.00,3.13,0.89,1.41,2.46,18232,0.05,962.76,1.41,378.80,92.66,14.14,1.86,1.43,1.43,0.89,2.46
132,2022-04-07 16:25:15+00:00,1.57,2.77,3.05,1390,-75,73,17,2.77,441.16,117.59,21.96,1.77,0.29,0.29,1.57,3.05,1.46,3.08,4.83,18512,0.05,962.88,3.08,424.93,119.86,30.46,5.19,2.41,1.97,1.46,4.83
133,2022-04-07 16:27:14+00:00,0.93,1.62,1.86,1392,-75,73,17,1.62,350.79,91.90,10.97,0.95,0.16,0.16,0.93,1.86,0.84,1.37,2.51,18512,0.05,962.93,1.37,345.42,93.09,13.65,2.28,1.65,1.12,0.84,2.51
134,2022-04-07 16:29:15+00:00,1.11,1.68,1.93,1394,-74,74,16,1.68,365.32,89.49,14.86,1.47,0.25,0.25,1.11,1.93,0.71,1.30,2.46,18512,0.05,962.93,1.30,342.96,87.27,15.77,1.79,1.39,1.39,0.71,2.46
135,2022-04-07 16:31:14+00:00,1.05,1.79,1.91,1396,-74,74,16,1.79,359.37,92.44,12.54,1.32,0.21,0.00,1.05,1.91,1.44,2.33,3.40,18680,0.05,962.85,2.33,431.74,111.02,18.42,2.98,1.47,1.47,1.44,3.40
136,2022-04-07 16:33:14+00:00,0.86,1.25,1.75,1398,-71,74,17,1.25,327.91,80.57,11.34,1.71,0.46,0.46,0.86,1.75,1.31,3.03,4.10,18512,0.05,962.90,3.03,407.69,108.53,22.14,6.86,1.41,1.10,1.31,4.10
137,2022-04-07 16:35:14+00:00,1.00,1.65,1.65,1400,-72,74,16,1.65,378.16,92.67,12.56,1.25,0.00,0.00,1.00,1.65,0.68,1.28,2.12,18512,0.05,962.82,1.28,327.37,86.26,14.70,2.00,0.98,0.98,0.68,2.12
138,2022-04-07 16:37:14+00:00,1.26,2.03,2.59,1402,-73,75,17,2.03,393.41,102.38,12.95,2.10,0.50,0.26,1.26,2.59,0.95,1.75,2.68,18512,0.05,962.75,1.75,367.98,102.77,15.50,2.46,1.14,0.89,0.95,2.68
139,2022-04-07 16:39:15+00:00,1.29,2.15,2.24,1404,-74,74,16,2.15,389.14,102.14,20.93,1.02,0.19,0.19,1.29,2.24,0.45,1.70,2.20,18680,0.05,962.72,1.70,350.95,95.43,21.39,1.96,0.79,0.18,0.45,2.20
140,2022-04-07 16:41:15+00:00,0.78,1.71,2.16,1406,-72,73,16,1.71,337.04,85.58,15.49,1.93,0.47,0.47,0.78,2.16,0.85,1.64,2.24,18512,0.05,962.73,1.64,372.10,96.76,12.68,1.86,0.85,0.51,0.85,2.24
141,2022-04-07 16:43:15+00:00,0.84,1.38,1.95,1408,-74,74,16,1.38,348.22,82.44,12.58,1.24,0.47,0.25,0.84,1.95,0.58,1.19,1.53,18512,0.05,962.71,1.19,316.37,81.91,12.00,1.93,0.49,0.49,0.58,1.53
142,2022-04-07 16:45:14+00:00,1.48,2.24,3.14,1410,-75,74,16,2.24,452.74,114.33,13.86,3.52,1.10,0.90,1.48,3.14,1.11,2.04,2.77,18512,0.05,962.58,2.04,405.96,107.30,14.96,2.00,1.00,1.00,1.11,2.77
143,2022-04-07 16:47:14+00:00,1.07,1.64,1.64,1412,-73,76,16,1.64,364.58,92.71,13.58,0.59,0.00,0.00,1.07,1.64,0.68,1.77,2.41,18512,0.05,962.50,1.77,396.16,102.59,17.98,2.43,0.93,0.93,0.68,2.41
144,2022-04-07 16:49:15+00:00,1.67,2.65,3.15,1414,-71,75,16,2.65,491.62,127.55,18.80,3.02,0.78,0.42,1.67,3.15,1.48,2.52,3.45,18512,0.05,962.46,2.52,469.97,126.64,19.55,1.97,1.07,1.07,1.48,3.45
145,2022-04-07 16:51:15+00:00,2.12,3.02,3.80,1416,-75,74,16,3.02,572.79,153.62,18.70,1.77,1.12,0.62,2.12,3.80,2.10,3.66,5.24,18512,0.05,962.53,3.66,568.47,159.19,28.44,4.78,2.34,1.42,2.10,5.24
146,2022-04-07 16:53:14+00:00,2.24,3.60,4.43,1418,-76,74,15,3.60,615.10,154.62,25.21,2.71,1.19,1.00,2.24,4.43,2.07,3.04,4.04,18512,0.05,962.29,3.04,548.73,148.98,20.73,3.11,1.18,0.86,2.07,4.04
147,2022-04-07 16:55:14+00:00,2.75,3.72,4.11,1420,-75,75,16,3.72,663.63,162.63,21.47,1.37,0.26,0.26,2.75,4.11,2.62,4.18,4.96,18512,0.05,962.45,4.18,677.68,177.39,28.71,3.36,1.14,1.14,2.62,4.96
148,2022-04-07 16:57:14+00:00,2.10,3.41,3.45,1422,-72,75,16,3.41,621.88,158.66,23.90,1.17,0.07,0.00,2.10,3.45,2.42,3.46,4.65,18512,0.05,962.41,3.46,606.26,167.88,27.19,1.75,1.61,1.61,2.42,4.65
149,2022-04-07 16:59:14+00:00,2.18,3.35,3.80,1424,-71,75,16,3.35,598.42,157.87,24.29,1.55,0.62,0.00,2.18,3.80,2.40,4.65,6.00,18512,0.05,962.47,4.65,647.58,170.84,33.86,7.26,2.11,1.61,2.40,6.00
150,2022-04-07 17:01:14+00:00,2.28,3.24,3.48,1426,-74,74,17,3.24,594.52,150.78,22.36,2.09,0.24,0.24,2.28,3.48,2.51,4.67,5.00,18512,0.05,962.44,4.67,596.32,168.53,26.67,6.07,0.42,0.42,2.51,5.00
151,2022-04-07 17:03:14+00:00,2.46,3.61,4.14,1428,-75,75,16,3.61,626.95,156.81,21.05,2.81,0.75,0.33,2.46,4.14,2.11,3.29,3.86,18512,0.05,962.30,3.29,565.88,156.23,20.86,2.50,0.71,0.71,2.11,3.86
152,2022-04-07 17:05:15+00:00,3.07,4.45,4.90,1430,-71,74,17,4.45,765.52,200.83,25.41,3.05,0.67,0.36,3.07,4.90,2.49,3.93,4.65,18680,0.05,961.75,3.93,652.25,177.56,31.00,3.38,1.13,0.65,2.49,4.65
153,2022-04-07 17:07:14+00:00,3.02,4.29,4.40,1432,-74,75,16,4.29,684.98,185.45,25.76,3.15,0.11,0.11,3.02,4.40,2.84,5.00,6.11,18512,0.05,961.58,5.00,709.26,192.61,34.95,5.44,1.47,1.09,2.84,6.11
154,2022-04-07 17:09:14+00:00,3.26,4.67,5.49,1434,-68,76,16,4.67,770.79,205.14,30.91,3.05,0.84,0.60,3.26,5.49,3.12,5.59,5.98,18512,0.05,962.21,5.59,737.69,202.12,39.61,6.03,0.68,0.00,3.12,5.98
155,2022-04-07 17:11:14+00:00,2.69,4.08,4.59,1436,-73,75,16,4.08,686.44,180.71,27.12,2.85,0.58,0.58,2.69,4.59,3.30,5.46,7.26,18512,0.05,962.21,5.46,797.61,216.33,37.96,6.41,2.67,1.70,3.30,7.26
156,2022-04-07 17:13:14+00:00,3.33,4.19,4.66,1438,-73,75,16,4.19,769.50,200.02,23.60,1.48,0.29,0.29,3.33,4.66,2.86,3.93,5.56,18512,0.05,962.04,3.93,690.74,187.16,22.70,3.72,2.46,0.84,2.86,5.56
157,2022-04-07 17:15:15+00:00,3.22,4.13,4.59,1440,-72,75,16,4.13,758.50,196.80,21.33,1.54,0.57,0.57,3.22,4.59,3.23,4.79,5.95,18512,0.05,962.13,4.79,777.16,206.35,27.28,3.82,1.51,1.19,3.23,5.95
158,2022-04-07 17:17:14+00:00,3.36,4.77,5.64,1442,-70,76,16,4.77,774.48,201.57,34.66,2.59,0.95,0.95,3.36,5.64,2.76,4.28,5.43,18512,0.05,962.06,4.28,750.88,202.91,36.59,3.07,1.59,0.93,2.76,5.43
159,2022-04-07 17:19:14+00:00,3.17,4.67,5.05,1444,-74,77,16,4.67,776.60,201.02,35.08,1.58,0.50,0.50,3.17,5.05,3.02,4.89,5.31,18512,0.05,962.11,4.89,753.50,198.24,31.50,3.96,0.56,0.56,3.02,5.31
160,2022-04-07 17:21:15+00:00,2.77,4.93,5.12,1446,-73,77,16,4.93,754.58,194.33,35.00,3.88,0.19,0.19,2.77,5.12,3.53,5.14,5.60,18176,0.05,962.00,5.14,781.84,209.47,36.58,2.74,0.74,0.74,3.53,5.60
161,2022-04-07 17:23:15+00:00,3.47,4.82,5.16,1448,-72,77,16,4.82,833.89,226.19,30.19,1.65,0.49,0.05,3.47,5.16,3.40,4.74,6.46,18344,0.05,961.98,4.74,808.95,208.96,38.63,2.60,2.11,1.79,3.40,6.46
162,2022-04-07 17:25:15+00:00,3.31,5.12,5.52,1450,-72,76,15,5.12,842.22,218.05,36.84,2.31,0.34,0.19,3.31,5.52,3.65,5.72,6.56,18512,0.05,961.96,5.72,841.89,228.23,35.61,3.68,0.98,0.81,3.65,6.56
163,2022-04-07 17:27:15+00:00,3.89,5.80,6.57,1452,-72,76,15,5.80,913.71,246.14,40.98,3.52,0.91,0.68,3.89,6.57,3.26,5.16,7.31,18344,0.05,961.86,5.16,815.12,215.97,39.21,5.48,3.03,1.59,3.26,7.31
164,2022-04-07 17:29:15+00:00,4.91,6.95,7.71,1454,-71,76,15,6.95,1105.12,280.64,44.82,2.45,0.70,0.66,4.91,7.71,4.61,6.30,8.54,18344,0.05,961.82,6.30,1006.79,267.04,43.18,4.07,2.98,2.42,4.61,8.54
165,2022-04-07 17:31:15+00:00,5.33,8.23,8.84,1456,-70,78,15,8.23,1170.26,304.98,57.42,3.74,0.63,0.63,5.33,8.84,5.91,8.47,8.95,18344,0.05,955.80,8.47,1174.05,321.21,48.32,5.05,0.53,0.18,5.91,8.95
166,2022-04-07 17:33:15+00:00,5.74,8.66,9.41,1458,-70,77,15,8.66,1300.19,333.88,55.28,4.02,0.97,0.62,5.74,9.41,5.32,7.57,8.59,18344,0.05,961.89,7.57,1166.46,305.32,45.68,4.75,1.43,1.43,5.32,8.59
167,2022-04-07 17:35:15+00:00,4.75,7.19,7.68,1460,-75,78,16,7.19,1121.05,291.19,44.82,4.35,0.46,0.46,4.75,7.68,4.67,7.61,9.12,18344,0.05,961.82,7.61,1059.16,290.33,53.91,5.93,2.00,2.00,4.67,9.12
168,2022-04-07 17:37:15+00:00,4.79,6.68,7.11,1462,-72,76,16,6.68,1040.09,273.91,46.29,3.09,0.48,0.30,4.79,7.11,4.81,7.14,8.98,18344,0.05,961.76,7.14,994.71,268.38,50.78,5.66,2.45,1.97,4.81,8.98
169,2022-04-07 17:39:15+00:00,4.16,5.39,5.55,1464,-74,78,16,5.39,921.21,240.68,33.43,1.02,0.14,0.14,4.16,5.55,3.95,6.10,6.76,18344,0.05,961.68,6.10,950.29,254.83,35.58,4.17,0.85,0.85,3.95,6.76
170,2022-04-07 17:41:15+00:00,4.45,6.12,6.33,1466,-74,77,15,6.12,1035.10,273.43,38.91,2.14,0.19,0.00,4.45,6.33,4.35,6.56,7.05,18344,0.05,961.64,6.56,973.15,266.33,36.38,3.49,0.73,0.47,4.35,7.05
171,2022-04-07 17:43:15+00:00,4.02,5.49,5.88,1468,-72,78,16,5.49,959.68,240.47,34.67,2.46,0.40,0.40,4.02,5.88,4.59,6.80,7.11,18344,0.05,961.58,6.80,970.23,268.30,45.32,3.39,0.43,0.18,4.59,7.11
172,2022-04-07 17:45:15+00:00,5.32,7.92,8.40,1470,-74,76,16,7.92,1150.87,303.21,52.13,3.53,0.36,0.36,5.32,8.40,5.28,6.88,8.21,18344,0.05,961.49,6.88,1173.31,307.60,37.67,2.55,1.55,1.55,5.28,8.21
173,2022-04-07 17:47:15+00:00,5.35,8.72,9.69,1472,-70,76,15,8.72,1250.83,322.07,59.56,4.41,1.02,1.02,5.35,9.69,5.00,7.19,7.60,18344,0.05,961.55,7.19,1061.00,287.56,43.70,3.75,0.63,0.21,5.00,7.60
174,2022-04-07 17:49:15+00:00,5.66,8.71,9.52,1474,-71,76,16,8.71,1252.29,329.29,54.38,3.64,1.03,0.69,5.66,9.52,5.86,8.95,9.39,18344,0.05,961.48,8.95,1223.14,330.21,52.89,6.18,0.64,0.39,5.86,9.39
175,2022-04-07 17:51:15+00:00,5.22,7.40,7.53,1476,-71,78,15,7.40,1189.14,305.34,44.60,1.62,0.22,0.09,5.22,7.53,5.21,8.04,8.59,18344,0.05,961.75,8.04,1101.59,300.25,55.38,6.00,0.64,0.46,5.21,8.59
176,2022-04-07 17:53:15+00:00,5.68,9.12,9.80,1478,-73,78,15,9.12,1308.32,342.23,65.79,3.41,0.79,0.70,5.68,9.80,6.66,10.36,11.28,18344,0.05,960.96,10.36,1389.16,379.64,72.16,4.86,1.31,1.31,6.66,11.28
177,2022-04-07 17:55:15+00:00,7.34,11.07,11.68,1480,-74,77,15,11.07,1582.29,414.00,72.29,5.54,0.48,0.48,7.34,11.68,7.28,10.14,10.64,18344,0.05,961.54,10.14,1424.33,388.34,59.36,5.41,0.62,0.62,7.28,10.64
178,2022-04-07 17:57:15+00:00,8.60,12.05,12.77,1482,-75,76,15,12.05,1735.42,441.44,72.60,4.53,1.09,0.86,8.60,12.77,7.45,11.29,11.91,18344,0.05,961.56,11.29,1510.53,415.51,63.76,7.64,1.02,0.44,7.45,11.91
179,2022-04-07 17:59:15+00:00,7.86,11.09,11.95,1484,-72,77,15,11.09,1591.50,417.48,72.66,4.69,1.12,0.59,7.86,11.95,7.48,9.74,11.06,18344,0.05,961.47,9.74,1477.44,402.43,50.15,3.93,2.07,0.89,7.48,11.06
180,2022-04-07 18:01:15+00:00,7.62,9.77,10.46,1486,-71,77,15,9.77,1491.86,391.14,59.21,2.91,0.98,0.98,7.62,10.46,7.64,10.53,11.78,18344,0.05,961.36,10.53,1452.47,396.17,68.50,6.31,1.48,1.28,7.64,11.78
181,2022-04-07 18:03:15+00:00,6.73,9.56,10.15,1488,-75,78,15,9.56,1432.25,374.75,62.93,4.51,0.62,0.44,6.73,10.15,7.11,9.89,11.62,18344,0.05,961.25,9.89,1516.39,407.45,64.79,3.79,2.18,2.18,7.11,11.62
182,2022-04-07 18:05:15+00:00,7.98,11.40,12.67,1490,-73,77,15,11.40,1691.84,450.50,77.88,5.91,1.02,1.02,7.98,12.67,7.62,10.69,12.16,18344,0.05,961.07,10.69,1540.24,415.64,63.03,6.03,1.90,1.41,7.62,12.16
183,2022-04-07 18:07:15+00:00,8.72,13.03,13.86,1492,-72,77,15,13.03,1898.33,488.88,84.17,4.34,1.07,0.90,8.72,13.86,8.36,11.65,13.67,18344,0.05,961.39,11.65,1656.44,442.55,69.04,6.55,3.02,1.78,8.36,13.67
184,2022-04-07 18:09:15+00:00,8.50,12.09,12.95,1494,-71,79,15,12.09,1750.55,464.09,85.55,4.16,1.12,0.95,8.50,12.95,9.12,13.12,13.44,18344,0.05,961.38,13.12,1750.47,474.07,78.46,9.09,0.46,0.14,9.12,13.44
185,2022-04-07 18:11:15+00:00,7.60,10.77,10.82,1496,-71,79,15,10.77,1593.68,407.89,62.95,4.07,0.16,0.00,7.60,10.82,8.17,12.50,14.47,18344,0.05,961.18,12.50,1691.17,454.71,86.88,8.10,2.69,1.93,8.17,14.47
186,2022-04-07 18:13:15+00:00,7.58,11.96,12.77,1498,-72,77,15,11.96,1662.21,432.11,80.91,6.53,1.26,0.75,7.58,12.77,8.53,12.48,14.45,18344,0.05,961.28,12.48,1635.67,448.17,74.79,10.41,2.69,2.24,8.53,14.45
187,2022-04-07 18:15:15+00:00,8.81,13.72,14.33,1500,-72,78,15,13.72,1835.53,487.84,91.93,5.84,0.65,0.47,8.81,14.33,8.81,11.91,13.56,18344,0.05,961.24,11.91,1695.22,453.30,69.19,6.04,2.48,1.37,8.81,13.56
188,2022-04-07 18:17:15+00:00,9.00,13.89,15.18,1502,-75,80,16,13.89,1855.95,489.18,89.32,8.12,1.58,0.84,9.00,15.18,10.16,14.58,17.98,18344,0.05,961.38,14.58,1945.00,525.75,93.32,11.86,4.81,3.26,10.16,17.98
189,2022-04-07 18:19:15+00:00,10.73,15.96,16.78,1504,-72,78,15,15.96,2195.51,580.56,99.55,6.22,1.00,0.82,10.73,16.78,10.42,16.18,17.63,18344,0.05,960.99,16.18,1996.26,545.91,99.93,14.32,2.04,1.54,10.42,17.63
190,2022-04-07 18:21:15+00:00,10.04,15.71,16.47,1506,-72,78,15,15.71,2070.82,550.64,102.78,6.24,1.15,0.44,10.04,16.47,11.48,17.00,18.14,18344,0.05,961.19,17.00,2122.71,590.05,99.29,10.21,1.48,1.48,11.48,18.14
191,2022-04-07 18:23:15+00:00,12.64,17.69,18.29,1508,-72,77,15,17.69,2552.56,648.93,103.87,5.73,0.75,0.24,12.64,18.29,12.46,17.48,18.34,18344,0.05,961.10,17.48,2373.75,648.34,102.59,7.25,1.04,1.04,12.46,18.34
192,2022-04-07 18:25:15+00:00,11.76,16.72,18.35,1510,-74,78,15,16.72,2250.67,608.35,94.31,8.19,1.87,1.48,11.76,18.35,11.75,17.19,19.89,18344,0.05,961.00,17.19,2247.79,601.96,103.75,12.98,3.58,3.58,11.75,19.89
193,2022-04-07 18:27:15+00:00,12.20,18.93,20.71,1512,-74,79,15,18.93,2433.80,648.39,121.45,8.04,1.82,1.45,12.20,20.71,11.93,18.23,19.82,18344,0.05,960.92,18.23,2341.39,619.14,108.91,14.18,2.29,1.57,11.93,19.82
194,2022-04-07 18:29:15+00:00,10.33,15.00,16.21,1514,-75,79,14,15.00,2103.52,543.40,94.34,8.74,1.21,0.60,10.33,16.21,12.11,18.28,20.51,18344,0.05,960.86,18.28,2220.57,620.91,110.15,14.60,2.91,2.57,12.11,20.51
195,2022-04-07 18:31:15+00:00,12.54,18.00,19.26,1516,-71,80,14,18.00,2480.84,660.37,115.19,7.28,1.93,1.32,12.54,19.26,12.13,19.46,21.15,18344,0.05,960.82,19.46,2382.56,646.91,110.46,19.67,2.41,1.37,12.13,21.15
196,2022-04-07 18:33:15+00:00,13.36,18.43,19.12,1518,-72,79,14,18.43,2575.77,685.54,121.84,4.62,0.64,0.39,13.36,19.12,13.57,20.28,21.69,18344,0.05,960.78,20.28,2549.53,692.50,120.74,13.00,2.03,1.24,13.57,21.69
197,2022-04-07 18:35:15+00:00,12.93,18.42,19.21,1520,-74,81,15,18.42,2514.79,653.96,113.21,6.05,0.72,0.25,12.93,19.21,12.56,17.40,18.19,18344,0.05,960.69,17.40,2340.79,636.61,92.63,8.49,1.09,0.70,12.56,18.19
198,2022-04-07 18:37:15+00:00,12.47,18.25,19.11,1522,-72,76,14,18.25,2468.74,654.12,107.61,7.35,0.88,0.67,12.47,19.11,12.75,18.96,21.71,18344,0.05,960.76,18.96,2464.36,671.51,115.62,13.60,3.78,2.84,12.75,21.71
199,2022-04-07 18:39:15+00:00,12.39,18.84,20.16,1524,-74,79,15,18.84,2455.74,649.60,130.47,6.96,1.49,0.91,12.39,20.16,12.94,18.52,19.96,18344,0.05,960.70,18.52,2385.89,651.30,113.89,13.30,1.78,1.78,12.94,19.96
200,2022-04-07 18:41:15+00:00,12.43,18.80,20.31,1526,-73,73,15,18.80,2459.11,646.13,113.13,8.30,1.87,1.02,12.43,20.31,12.41,17.66,19.03,18344,0.05,960.75,17.66,2371.60,644.03,106.98,10.24,1.55,1.55,12.41,19.03
201,2022-04-07 18:43:15+00:00,13.82,18.65,19.32,1528,-72,79,15,18.65,2673.68,718.74,105.23,5.09,0.89,0.26,13.82,19.32,13.77,21.27,22.21,18344,0.05,960.70,21.27,2556.32,703.59,115.18,17.46,1.18,0.71,13.77,22.21
202,2022-04-07 18:45:16+00:00,12.64,18.21,18.53,1530,-72,78,14,18.21,2559.41,663.91,120.14,4.43,0.55,0.22,12.64,18.53,12.98,18.80,20.20,18344,0.05,960.67,18.80,2450.89,662.44,114.33,10.65,2.18,1.38,12.98,20.20
203,2022-04-07 18:47:15+00:00,13.02,19.44,19.86,1532,-75,81,15,19.44,2594.21,685.61,121.53,8.49,0.65,0.39,13.02,19.86,13.29,18.67,18.91,18344,0.05,960.59,18.67,2512.15,679.75,115.76,9.35,0.44,0.00,13.29,18.91
204,2022-04-07 18:49:15+00:00,15.54,23.02,24.44,1534,-74,79,14,23.02,3051.06,807.09,142.13,7.72,1.81,1.28,15.54,24.44,15.95,24.25,25.49,18344,0.05,960.70,24.25,3022.79,828.05,135.33,17.02,1.68,1.37,15.95,25.49
205,2022-04-07 18:51:15+00:00,15.41,22.16,23.16,1536,-73,77,14,22.09,3067.50,796.82,135.00,8.09,1.18,1.00,15.38,23.16,15.69,22.07,23.50,18344,0.05,960.79,21.91,2984.79,794.78,131.93,9.55,2.03,1.31,15.45,23.50
206,2022-04-07 18:53:15+00:00,17.88,25.86,27.41,1538,-75,79,15,25.84,3427.07,907.32,160.41,9.07,1.70,1.50,17.77,27.41,18.06,24.59,26.00,18344,0.05,960.56,24.59,3209.83,889.54,141.81,10.81,1.93,1.26,17.87,26.00
207,2022-04-07 18:55:15+00:00,16.53,25.03,26.59,1540,-74,79,14,24.98,3260.17,853.38,159.76,9.79,1.81,1.26,16.48,26.59,18.04,26.04,28.19,18344,0.05,960.59,26.04,3325.79,912.63,145.74,14.89,3.05,2.11,17.86,28.19
208,2022-04-07 18:57:15+00:00,18.33,27.19,27.98,1542,-72,79,14,27.16,3480.58,930.93,160.60,8.86,0.75,0.60,18.25,27.98,18.00,24.79,27.21,18344,0.05,960.47,24.79,3166.66,883.64,138.17,13.17,3.45,2.76,18.00,27.21
209,2022-04-07 18:59:15+00:00,18.26,27.09,27.93,1544,-76,79,15,26.93,3569.61,937.39,164.35,9.33,0.94,0.56,18.17,27.93,20.33,27.58,30.68,18344,0.05,954.81,27.39,3564.11,985.05,159.39,15.23,4.28,3.51,19.67,30.68
210,2022-04-07 19:01:15+00:00,19.39,27.05,27.95,1546,-70,79,15,27.00,3787.05,980.19,164.05,7.96,0.93,0.63,19.11,27.95,19.45,26.66,28.80,18344,0.05,960.45,26.66,3510.21,958.50,165.00,10.25,2.64,1.93,19.09,28.80
